url,text,chapter_audio
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,Axɔ́suzángbe,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"“Mi jɛ awǎ hwebǐnu, ɖó mi ɖò bǔ ɖò Aklunɔ mɛ; un ɖò vivɔ ɖɔ wɛ ɖɔ mi ni jɛ awǎ”!—Filipunu lɛ 4:4",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,9:20 Nǔxixo Sín Video,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,9:30 Han 111 kpo Ðɛ Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"9:40 XÓÐIÐƆ ZINKPONƆ TƆN: Nǔ E Wu Jehovah Nyí “Mawu Awǎjijɛnɔ” É (1 Timɔtée 1:11, nwt)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,10:15 XÓMÁÐƆ: Etɛ ka Nɔ Gɔ́ Sò nú Awǎjijɛ?,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Gbɛ̀ E Bɔkun É ɖé Zinzan (Nǔnywɛtɔ́xó 5:11),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Ayixa Mímɛ́ ɖé Ðiɖó (Ðɛhan 19:9),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Azɔ̌ E Ðó Nu É Ðé (Nǔnywɛtɔ́xó 4:6; 1 Kɔlɛntinu lɛ 15:58),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Xɔ́ntɔn Nǔgbo lɛ Zunzun (Nǔnywɛxó 18:24; 19:4, 6, 7)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,11:05 Han 89 kpo Ðɔnúese lɛ Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"11:15 NǓ-SÈ-DÓ-KPLƆ́N-NǓ: ‘Jehovah Na Ye Awǎjijɛ’ (Ɛsidlasi 1:1–6:22; Ajée 1:2-11; 2:3-9; Zakalíi 1:12-16; 2:11-13; 3:1, 2; 4:6a, 6b, 7)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"11:45 Nǔ Hwlɛngán Sín Nǔwiwa Jehovah Tɔn lɛ Ni Nɔ Na Awǎjijɛ We (Ðɛhan 9:15; 34:19; 67:2, 3; Ezayíi 12:2)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,12:15 Han 148 kpo Gbɔjɛyiyi Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,1:30 Nǔxixo Sín Video,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,1:40 Han 131,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,1:45 XÓMÁÐƆ: Sɔnǔ nú Awǎjijɛ Ðò Xwédo Towe Mɛ,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Asú lɛ Mi, Mi Nɔ J’awǎ Ðó Asì Mitɔn lɛ Wu (Nǔnywɛxó 5:18, 19; 1 Piyɛ́ɛ 3:7)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Asì lɛ Mi, Mǐ Nɔ J’awǎ Ðó Asú Mitɔn lɛ Wu (Nǔnywɛxó 14:1)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Mɛjitɔ́ lɛ Mi, Mi Nɔ J’awǎ Ðó Vǐ Mitɔn lɛ Wu (Nǔnywɛxó 23:24, 25)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Mɛ Winnyawinnya lɛ Mi, Mi Nɔ J’awǎ Ðó Mɛjitɔ́ Mitɔn lɛ Wu (Nǔnywɛxó 23:22)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,2:50 Han 135 kpo Ðɔnúese lɛ Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,3:00 XÓMÁÐƆ: Nǔɖiɖó lɛ Nɔ Ðexlɛ́ Ðɔ Jehovah Jló Ðɔ Mǐ Ni J’awǎ,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Folowa Ðɛkpɛɖɛkpɛ Lɛ (Ðɛhan 111:2; Matie 6:28-30),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"• Nǔɖuɖu Ðagbeɖagbe Lɛ (Nǔnywɛtɔ́xó 3:12, 13; Matie 4:4)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Sinmɛ Ðɛkpɛɖɛkpɛ Lɛ (Ðɛhan 94:9),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Agbaza Mǐtɔn E È Bló Ganji É (Mɛsɛ́dó 17:28; Efɛzinu lɛ 4:16),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Tó Mǐtɔn (Nǔnywɛxó 20:12; Ezayíi 30:21),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,• Kanlin Ðɛkpɛɖɛkpɛ Lɛ (Bǐbɛ̌mɛ 1:26),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"4:00 “Mɛ E Nɔ Xò Fífá Kan lɛ É Nɔ Ðó Awǎjijɛ”: Etɛwu? (Nǔnywɛxó 12:20, nwt; Jaki 3:13-18; 1 Piyɛ́ɛ 3:10, 11)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"4:20 Xɔ́ntɔn Vívɛ́ Zunzun Xá Jehovah Nɔ Na Awǎjijɛ Ðaxó Hugǎn ɔ Mɛ! (Ðɛhan 25:14; Xabakuku 3:17, 18)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,4:55 Han 28 kpo Ðɛ Tasuna Tɔn Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"Copyright © 2021 Watch Tower Bible and Tract Society of Pennsylvania.
SƐ́N E ƉƆ NǓ DÓ ZINZAN TƆN WU LƐ É  |  SƐ́N NǓ E KAN MƐƉESUNƆ LƐ É TƆN LƐ",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/ax%C9%94suzangbe/,"Tɛn Ɛntɛnɛti tɔn elɔ nɔ zán nǔwlanɖ'ayǐ yɔywɛ lɛ (cookies) dó bló bɔ tɛn Ɛntɛnɛti tɔn ɔ sín azɔ̌wiwa nɔ nyɔ́ d'eji, lobɔ lee a nɔ zán gbɔn é lɔ nɔ nyɔ́ d'eji. Enyi a kpò ɖò tɛn Ɛntɛnɛti tɔn elɔ zán wɛ hǔn, a yí gbè ɖɔ mǐ ni nɔ zán nǔwlanɖ'ayǐ yɔywɛ lɛ nɛ. Bo na dó ɖó mɔjɛmɛ ɖevo lɛ gɔ́ na, alǒ nú a ma yí gbè nú nǔwlanɖ'ayǐ yɔywɛ lɛ zinzan hwenu e a ɖò tɛn Ɛntɛnɛti tɔn elɔ jí é ǎ hǔn, kɛnklɛn kpɔ́n Sɛ́n E Gbɔn Gbɛ̀ ɔ Bǐ Mɛ Dó Nǔwlanɖ’ayǐ Yɔyɔ̌ lɛ kpo Nǔnywɛ Xwitixwiti Sín Nǔ Mɔhun lɛ kpo Zinzan Wu lɛ É mǐtɔn.",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,Síbígbe,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,‘Mi sɔ́ nyikɔ mímɛ́ tɔn dó xɔ susu. Mɛ e ɖò Jehovah ba wɛ lɛ ni j’awǎ’—Ðɛhan 105:3,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,9:20 Nǔxixo Sín Video,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,9:30 Han 53 kpo Ðɛ Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,9:40 XÓMÁÐƆ: Mɔ Awǎjijɛ Ðò Nǔ Kplɔnkplɔn Mɛ lɛ Bonu Ye Na Huzu Ahwanvu Sín Azɔ̌ ɔ Mɛ: Blǒ Bonu Nǔwukpíkpé Towe lɛ Ni Kpɔ́n Te,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Nɔ Zán Nǔkanbyɔ Lɛ (Jaki 1:19),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Nǔ Xó Mawu Tɔn Ni Ðè Hlɔnhlɔn E É Ðó É Tɔ́n (Eblée lɛ 4:12),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,"• Nɔ Zán Nǔjlɛdonǔwu lɛ Dó Kplɔ́n Nǔ Taji lɛ Mɛ (Matie 13:34, 35)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Nɔ Kplɔ́n Nǔ Mɛ kpo Akpakpa Sɔ́ Mɛ Kpo (Hlɔmanu lɛ 12:11),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,"• Nɔ Sè Wuvɛ̌ Xá Mɛ (1 Tɛsalonikinu lɛ 2:7, 8)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Nǔ Xó ɔ Ni Nɔ Byɔ Ayi Mɛ nú Mɛ (Nǔnywɛxó 3:1),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,10:50 Han 58 kpo Ðɔnúese lɛ Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,11:00 XÓMÁÐƆ: Mɔ Awǎjijɛ Ðò Nǔ Kplɔnkplɔn Mɛ lɛ Bonu Ye Na Huzu Ahwanvu Sín Azɔ̌ ɔ Mɛ: Yǐ Gbè nú Alɔdó Jehovah Tɔn,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,"• Azɔ̌wanú Dobanúnǔ Tɔn Lɛ (1 Kɔlɛntinu lɛ 3:9, nwt; 2 Timɔtée 3:16, 17)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,"• Nɔví Mǐtɔn Lɛ (Hlɔmanu lɛ 16:3, 4; 1 Piyɛ́ɛ 5:9)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðɛxixo (Ðɛhan 127:1),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,11:45 BAPTƐM: Lee Baptɛm Towe Na Zɔ́n Bɔ A Na Ðó Awǎjijɛ Hugǎn Gbɔn É (Nǔnywɛxó 11:24; Nǔɖexlɛ́mɛ 4:11),
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,12:15 Han 79 kpo Gbɔjɛyiyi Kpo,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,1:35 Nǔxixo Sín Video,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,1:45 Han 76,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,1:50 Lee Nɔví Mǐtɔn lɛ Ðò Awǎjijɛ Mɔ Wɛ Ðò Nǔ Kplɔnkplɔn Mɛ lɛ Bonu Ye Na Huzu Ahwanvu Sín Azɔ̌ ɔ Mɛ Gbɔn É,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Aflika,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Azíi,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Elɔpu,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Totaligbé Amɛlika Tɔn,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Océanie,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ðò Tofɔligbé Amɛlika Tɔn,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,2:35 XÓMÁÐƆ: D’alɔ Biblu Kplɔntɔ́ Towe lɛ Bonu . . .,
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,"• Ye Ni Nɔ Ðu Nǔɖuɖu Gbigbɔ Tɔn Yeɖesunɔ (Matie 5:3, nwt; Jaan 13:17)",
https://www.jw.org/fon/nus%C9%9Bxwet%C9%9Bn/wema-l%C9%9B/kple%C9%96okp%C9%94-%C9%96axo-2020-t%C9%94n-sin-tuto/sibigbe/,• Ye Ni Nɔ Wá Kplé Lɛ (Ðɛhan 65:5),
